Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
192,903204040,50,Rm,53.0,5830,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Brkside,Feedr,Feedr,1Fam,1.5Fin,5,6,1950,1997,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Gd,Cblock,Ta,Ta,No,Rec,788.0,Unf,0.0,200.0,988.0,Gasa,Ex,Yes,Sbrkr,1030,582,0,1612,0.0,0.0,1,1,3,1,Ta,7,Typ,0,Nan,Detchd,1950.0,Unf,1.0,363.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Mnprv,Nan,0,3,2010,Wd,Normal,128500
193,903206120,75,Rl,,7793,Pave,Nan,Ir1,Bnk,Allpub,Corner,Gtl,Brkside,Norm,Norm,1Fam,2.5Unf,7,7,1922,2005,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Brktil,Gd,Ta,No,Blq,474.0,Unf,0.0,634.0,1108.0,Gasa,Ta,No,Fusea,1160,908,0,2068,0.0,0.0,1,1,3,1,Gd,8,Typ,1,Gd,Detchd,1928.0,Unf,1.0,315.0,Ta,Ta,Yes,0,0,60,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,209500
194,903225150,30,Rm,50.0,5000,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Brkside,Feedr,Norm,1Fam,1Story,4,7,1925,1950,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ta,Brktil,Ta,Ta,No,Rec,188.0,Unf,0.0,577.0,765.0,Gasa,Ta,No,Fusef,765,0,0,765,1.0,0.0,1,0,2,1,Gd,4,Typ,0,Nan,Detchd,1926.0,Unf,1.0,200.0,Fa,Ta,P,135,0,41,0,0,0,Nan,Mnprv,Nan,0,4,2010,Wd,Normal,87000
195,903226160,50,Rm,50.0,6000,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Brkside,Norm,Norm,1Fam,1.5Fin,6,7,1939,1950,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ta,Brktil,Ta,Gd,No,Blq,452.0,Lwq,12.0,144.0,608.0,Gasa,Ta,Yes,Sbrkr,608,524,0,1132,1.0,0.0,1,0,2,1,Ta,5,Typ,0,Nan,Detchd,1939.0,Unf,1.0,240.0,Ta,Ta,Yes,0,0,128,0,0,0,Nan,Mnprv,Nan,0,4,2010,Wd,Abnorml,134000
196,903227020,50,Rm,50.0,6000,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Brkside,Norm,Norm,1Fam,1.5Fin,6,6,1940,1950,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Gd,Cblock,Ta,Ta,No,Lwq,264.0,Unf,0.0,308.0,572.0,Gasa,Ex,Yes,Fusea,848,348,0,1196,0.0,1.0,1,1,3,1,Ta,6,Typ,2,Gd,Detchd,1973.0,Unf,2.0,576.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,3,2010,Wd,Normal,128000
197,903227150,50,Rm,53.0,6360,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Brkside,Feedr,Norm,1Fam,1.5Fin,5,6,1942,1950,Gable,Compshg,Metalsd,Metalsd,Stone,300.0,Ta,Ta,Cblock,Ta,Ta,No,Rec,360.0,Lwq,159.0,316.0,835.0,Gasa,Ta,Yes,Fusea,955,498,0,1453,0.0,0.0,1,1,3,1,Gd,7,Min2,2,Fa,Detchd,1942.0,Unf,1.0,240.0,Ta,Ta,Yes,0,0,35,0,148,0,Nan,Nan,Nan,0,3,2010,Wd,Normal,132000
198,903228150,50,Rm,50.0,6000,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Brkside,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Rec,300.0,Unf,0.0,480.0,780.0,Gasa,Ta,Yes,Sbrkr,780,636,0,1416,0.0,0.0,1,1,3,1,Ta,6,Typ,0,Nan,Detchd,1948.0,Unf,1.0,312.0,Ta,Ta,P,221,0,48,0,0,0,Nan,Nan,Nan,0,3,2010,Wd,Normal,139900
199,903232190,50,Rm,52.0,6240,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Brkside,Norm,Norm,1Fam,1.5Fin,5,7,1936,1980,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Cblock,Ta,Fa,No,Rec,276.0,Unf,0.0,252.0,528.0,Gasa,Gd,Yes,Sbrkr,548,492,0,1040,0.0,0.0,1,0,2,1,Ta,5,Typ,0,Nan,Detchd,1979.0,Fin,2.0,624.0,Ta,Ta,P,306,0,32,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,123900
200,903233120,50,Rm,52.0,6240,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Brkside,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ta,Brktil,Ta,Ta,No,Lwq,448.0,Unf,0.0,480.0,928.0,Gasa,Ta,Yes,Fusef,928,608,0,1536,0.0,0.0,2,0,4,1,Ta,7,Typ,1,Gd,Detchd,1930.0,Unf,2.0,480.0,Ta,Ta,Yes,0,10,0,0,0,0,Nan,Mnprv,Nan,0,3,2010,Wd,Normal,138400
201,903234050,30,Rm,51.0,6120,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Oldtown,Artery,Norm,1Fam,1Story,6,5,1923,1950,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Brktil,Fa,Fa,No,Alq,960.0,Unf,0.0,164.0,1124.0,Gasa,Ta,Yes,Sbrkr,1068,0,0,1068,1.0,0.0,1,0,2,1,Ta,5,Typ,1,Gd,Detchd,1923.0,Unf,1.0,288.0,Ta,Ta,Yes,0,0,128,0,0,0,Nan,Nan,Nan,0,3,2010,Wd,Normal,109500
202,903425110,70,Rm,50.0,10300,Pave,Nan,Ir1,Bnk,Allpub,Inside,Gtl,Oldtown,Rran,Feedr,1Fam,2Story,7,6,1921,1950,Gable,Compshg,Stucco,Stucco,Nan,0.0,Ta,Ta,Brktil,Ta,Ta,No,Unf,0.0,Unf,0.0,576.0,576.0,Gasa,Gd,Yes,Sbrkr,902,808,0,1710,0.0,0.0,2,0,3,1,Ta,9,Typ,0,Nan,Detchd,1990.0,Unf,2.0,480.0,Ta,Ta,Yes,12,11,64,0,0,0,Nan,Gdprv,Nan,0,4,2010,Wd,Normal,140000
203,903426180,50,Rm,57.0,8094,Pave,Grvl,Reg,Lvl,Allpub,Inside,Gtl,Oldtown,Norm,Norm,1Fam,1.5Fin,4,5,1915,1950,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Fa,Cblock,Ta,Ta,No,Unf,0.0,Unf,0.0,888.0,888.0,Gasa,Ex,Yes,Sbrkr,888,1074,0,1962,0.0,0.0,1,1,4,1,Ta,9,Typ,1,Ta,Detchd,1915.0,Unf,2.0,572.0,Ta,Ta,Yes,160,0,364,0,0,0,Nan,Gdprv,Nan,0,6,2010,Wd,Normal,149500
204,903426200,70,Rm,60.0,12900,Pave,Grvl,Reg,Lvl,Allpub,Inside,Gtl,Oldtown,Norm,Norm,1Fam,2Story,6,8,1912,2009,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Gd,Gd,Pconc,Ta,Ta,No,Unf,0.0,Unf,0.0,780.0,780.0,Gasa,Ex,Yes,Sbrkr,780,780,0,1560,0.0,0.0,1,1,3,1,Gd,7,Typ,0,Nan,Nan,,Nan,0.0,0.0,Nan,Nan,No,344,0,0,0,168,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,159900
205,903430080,70,Rm,52.0,3068,Pave,Grvl,Reg,Lvl,Allpub,Inside,Gtl,Oldtown,Norm,Norm,1Fam,2Story,6,8,1920,1993,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Gd,Brktil,Ta,Ta,No,Unf,0.0,Unf,0.0,662.0,662.0,Gasa,Ex,Yes,Sbrkr,662,662,0,1324,0.0,1.0,1,0,3,1,Ta,6,Typ,0,Nan,Detchd,1920.0,Unf,1.0,180.0,Ta,Ta,Yes,0,0,112,0,0,0,Nan,Gdprv,Nan,0,2,2010,Wd,Normal,122000
206,903450110,90,Rm,110.0,8472,Grvl,Nan,Ir2,Bnk,Allpub,Corner,Mod,Idotrr,Rrnn,Norm,Duplex,1Story,5,5,1963,1963,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Fa,Ta,Cblock,Gd,Ta,Gd,Lwq,104.0,Glq,712.0,0.0,816.0,Gasa,Ta,No,Sbrkr,816,0,0,816,1.0,0.0,1,0,2,1,Ta,5,Typ,0,Nan,Carport,1963.0,Unf,2.0,516.0,Ta,Ta,Yes,106,0,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,110000
207,903454060,190,Rm,70.0,5600,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Idotrr,Norm,Norm,2Fmcon,2Story,4,5,1930,1950,Hip,Compshg,Vinylsd,Wd Shng,Nan,0.0,Fa,Fa,Slab,Nan,Nan,Nan,Nan,0.0,Nan,0.0,0.0,0.0,Gasa,Fa,No,Sbrkr,372,720,0,1092,0.0,0.0,2,0,3,2,Fa,7,Mod,0,Nan,Nan,,Nan,0.0,0.0,Nan,Nan,No,0,0,0,0,0,0,Nan,Nan,Othr,3500,7,2010,Wd,Normal,55000
208,903476030,190,Rm,76.0,7630,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Oldtown,Feedr,Norm,2Fmcon,2Story,5,9,1900,1996,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Gd,Brktil,Gd,Ta,No,Unf,0.0,Unf,0.0,360.0,360.0,Gasa,Gd,Yes,Sbrkr,1032,780,0,1812,0.0,0.0,2,0,4,2,Gd,8,Typ,1,Po,Detchd,1999.0,Unf,2.0,672.0,Ta,Ta,No,344,0,40,0,0,0,Nan,Mnprv,Nan,0,5,2010,Wd,Normal,140000
209,904100140,70,Rl,,24090,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Clearcr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Gd,Cblock,Ta,Ta,Mn,Unf,0.0,Unf,0.0,1032.0,1032.0,Gasa,Ex,Yes,Sbrkr,1207,1196,0,2403,0.0,0.0,2,0,4,1,Ta,10,Typ,2,Ta,Attchd,1940.0,Unf,1.0,349.0,Ta,Ta,Yes,56,0,318,0,0,0,Nan,Nan,Nan,0,6,2010,Cod,Normal,244400
210,904101110,20,Rl,100.0,15263,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Clearcr,Feedr,Norm,1Fam,1Story,5,5,1959,1959,Gable,Compshg,Hdboard,Hdboard,Brkface,90.0,Ta,Ta,Cblock,Gd,Ta,No,Rec,766.0,Unf,0.0,656.0,1422.0,Gasa,Gd,Yes,Sbrkr,1675,0,0,1675,0.0,0.0,2,0,3,1,Ta,8,Typ,2,Gd,Attchd,1959.0,Unf,1.0,365.0,Ta,Ta,Yes,0,132,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,173000
211,904300150,50,Rl,72.0,10632,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Clearcr,Norm,Norm,1Fam,1.5Fin,5,3,1917,1950,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Brktil,Gd,Fa,No,Unf,0.0,Unf,0.0,689.0,689.0,Gasa,Gd,No,Sbrkr,725,499,0,1224,0.0,0.0,1,1,3,1,Po,6,Mod,0,Nan,Detchd,1917.0,Unf,1.0,180.0,Fa,Fa,No,0,0,248,0,0,0,Nan,Nan,Nan,0,1,2010,Cod,Normal,107500
212,904302260,190,Rl,60.0,9900,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Swisu,Norm,Norm,2Fmcon,1.5Fin,5,4,1915,1950,Gable,Compshg,Wd Sdng,Wd Shng,Nan,0.0,Fa,Fa,Brktil,Ta,Ta,No,Rec,1026.0,Unf,0.0,186.0,1212.0,Gasa,Ta,No,Sbrkr,1212,180,0,1392,1.0,0.0,1,0,3,1,Ta,6,Typ,0,Nan,Nan,,Nan,0.0,0.0,Nan,Nan,No,0,0,168,0,0,0,Nan,Nan,Nan,0,2,2010,Conld,Normal,100000
213,904350045,50,Rl,65.0,6001,Pave,Nan,Ir1,Bnk,Allpub,Inside,Mod,Swisu,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Cblock,Fa,Ta,No,Lwq,368.0,Unf,0.0,232.0,600.0,Gasa,Ex,No,Sbrkr,600,319,0,919,0.0,0.0,1,0,3,1,Ta,5,Typ,0,Nan,Detchd,1940.0,Unf,1.0,231.0,Ta,Ta,Yes,0,0,45,0,0,0,Nan,Mnprv,Nan,0,3,2010,Wd,Normal,95000
214,904351040,70,C (All),,6449,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Swisu,Norm,Norm,1Fam,2Story,4,1,1907,1950,Gambrel,Compshg,Wd Sdng,Stucco,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Rec,73.0,Unf,0.0,634.0,707.0,Gasw,Ta,No,Sbrkr,942,942,0,1884,0.0,0.0,1,1,4,1,Ta,7,Typ,0,Nan,Nan,,Nan,0.0,0.0,Nan,Nan,No,0,0,239,0,0,0,Nan,Nan,Nan,0,3,2010,Wd,Abnorml,93369
215,904352190,190,Rh,60.0,6048,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Swisu,Artery,Norm,2Fmcon,1.5Fin,5,7,1910,1950,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Gd,Brktil,Ta,Ta,Mn,Lwq,736.0,Unf,0.0,120.0,856.0,Gasa,Gd,Yes,Sbrkr,936,744,0,1680,1.0,0.0,2,0,2,2,Ta,7,Typ,1,Gd,Detchd,1910.0,Unf,2.0,450.0,Ta,Fa,P,56,144,0,0,0,0,Nan,Nan,Nan,0,6,2010,Cod,Normal,114900
216,905101100,50,Rl,54.0,6342,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Gd,Cblock,Ta,Ta,No,Unf,0.0,Unf,0.0,780.0,780.0,Gasa,Gd,No,Sbrkr,780,240,0,1020,0.0,0.0,1,0,2,1,Ta,6,Typ,0,Nan,Nan,,Nan,0.0,0.0,Nan,Nan,No,0,0,176,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,94000
217,905101300,90,Rl,72.0,10773,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,3,1967,1967,Gable,Tar&Grv,Plywood,Plywood,Brkface,72.0,Fa,Fa,Cblock,Ta,Ta,No,Alq,704.0,Unf,0.0,1128.0,1832.0,Gasa,Ta,No,Sbrkr,1832,0,0,1832,2.0,0.0,2,0,4,2,Ta,8,Typ,0,Nan,Nan,,Nan,0.0,0.0,Nan,Nan,Yes,0,58,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,136000
218,905101310,90,Rl,72.0,10778,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,Compshg,Hdboard,Hdboard,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Unf,0.0,Unf,0.0,1768.0,1768.0,Gasa,Ta,No,Sbrkr,1768,0,0,1768,0.0,0.0,2,0,4,2,Ta,8,Typ,0,Nan,Nan,,Nan,0.0,0.0,Nan,Nan,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,136500
219,905102060,190,Rl,75.0,11625,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyer,Norm,Norm,2Fmcon,1Story,5,4,1965,1965,Hip,Compshg,Plywood,Hdboard,Nan,0.0,Ta,Ta,Pconc,Ta,Ta,Mn,Blq,841.0,Unf,0.0,198.0,1039.0,Gasa,Ex,Yes,Sbrkr,1039,0,0,1039,1.0,0.0,1,1,3,1,Ta,6,Typ,0,Nan,Attchd,1965.0,Unf,2.0,504.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,131500
220,905103060,20,Rl,,11341,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,Compshg,Wd Sdng,Wd Sdng,Brkface,180.0,Ta,Ta,Cblock,Gd,Ta,No,Alq,1302.0,Unf,0.0,90.0,1392.0,Gasa,Ta,Yes,Sbrkr,1392,0,0,1392,1.0,0.0,1,1,3,1,Ta,5,Mod,1,Gd,Detchd,1957.0,Unf,2.0,528.0,Ta,Ta,Yes,0,0,0,0,95,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,121500
221,905104210,20,Rl,70.0,8521,Pave,Nan,Reg,Lvl,Allpub,Fr2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,Compshg,Hdboard,Hdboard,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Alq,842.0,Unf,0.0,70.0,912.0,Gasa,Ta,Yes,Sbrkr,912,0,0,912,0.0,0.0,1,0,3,1,Ta,5,Typ,1,Fa,Detchd,1974.0,Unf,1.0,336.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Mnprv,Nan,0,5,2010,Wd,Normal,125000
222,905105070,20,Rl,,8246,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,Compshg,Plywood,Plywood,Nan,0.0,Ta,Gd,Cblock,Ta,Ta,Mn,Rec,188.0,Alq,668.0,204.0,1060.0,Gasa,Ex,Yes,Sbrkr,1060,0,0,1060,1.0,0.0,1,0,3,1,Gd,6,Typ,1,Ta,Attchd,1968.0,Unf,1.0,270.0,Ta,Ta,Yes,406,90,0,0,0,0,Nan,Mnprv,Nan,0,5,2010,Wd,Normal,154000
223,905105200,20,Rl,65.0,7800,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,2008,Hip,Compshg,Hdboard,Hdboard,Brkface,47.0,Ta,Ta,Cblock,Ta,Ta,Mn,Blq,240.0,Rec,474.0,150.0,864.0,Gasa,Ex,Yes,Sbrkr,892,0,0,892,1.0,0.0,1,0,3,1,Gd,5,Typ,0,Nan,Detchd,1966.0,Unf,1.0,416.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,6,2010,Wd,Normal,137900
224,905106140,60,Rl,80.0,9364,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,Compshg,Hdboard,Hdboard,Stone,143.0,Ta,Ta,Cblock,Ta,Ta,No,Alq,371.0,Unf,0.0,292.0,663.0,Gasa,Ta,Yes,Sbrkr,663,689,0,1352,0.0,0.0,1,1,4,1,Ta,7,Typ,0,Nan,Attchd,1969.0,Fin,1.0,299.0,Ta,Ta,Yes,379,36,0,0,0,0,Nan,Mnprv,Nan,0,3,2010,Wd,Normal,158000
225,905106170,20,Rl,65.0,7832,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,Compshg,Hdboard,Hdboard,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Glq,775.0,Unf,0.0,89.0,864.0,Gasa,Ex,Yes,Sbrkr,864,0,0,864,1.0,0.0,1,0,2,1,Ta,4,Typ,0,Nan,Detchd,1969.0,Unf,1.0,280.0,Ta,Ta,Yes,226,0,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,137250
226,905107110,90,Rl,,7424,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,Sfoyer,5,5,1978,1978,Gable,Compshg,Plywood,Plywood,Nan,0.0,Ta,Ta,Cblock,Gd,Ta,Av,Glq,1319.0,Unf,0.0,0.0,1319.0,Gasa,Ta,Yes,Sbrkr,1373,0,0,1373,1.0,0.0,1,0,3,1,Ta,5,Typ,2,Ta,Attchd,1978.0,Fin,2.0,591.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,160250
227,905107250,60,Rl,86.0,11227,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,5,5,1968,1968,Gable,Compshg,Hdboard,Hdboard,Nan,0.0,Ta,Gd,Cblock,Ta,Gd,No,Rec,267.0,Alq,453.0,0.0,720.0,Gasa,Ex,Yes,Sbrkr,720,720,0,1440,0.0,0.0,1,1,4,1,Ta,7,Typ,2,Ta,Attchd,1968.0,Unf,2.0,480.0,Ta,Ta,Yes,192,38,0,0,0,0,Nan,Mnprv,Nan,0,3,2010,Wd,Normal,163000
228,905107320,60,Rl,,11616,Pave,Nan,Ir1,Lvl,Allpub,Culdsac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,Compshg,Hdboard,Hdboard,Brkcmn,328.0,Ta,Ta,Cblock,Ta,Ta,Mn,Rec,438.0,Unf,0.0,234.0,672.0,Gasa,Ta,Yes,Sbrkr,672,714,0,1386,0.0,0.0,2,1,3,1,Ta,6,Typ,1,Ta,Attchd,1978.0,Fin,2.0,440.0,Ta,Ta,Yes,335,0,0,0,0,0,Nan,Gdprv,Nan,0,4,2010,Wd,Abnorml,158900
229,905109130,60,Rl,80.0,14000,Pave,Nan,Reg,Lvl,Allpub,Inside,Mod,Clearcr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Gd,Ta,Pconc,Ex,Ta,Gd,Glq,1201.0,Unf,0.0,105.0,1306.0,Gasa,Ex,Yes,Sbrkr,1306,954,0,2260,1.0,0.0,2,1,3,1,Gd,7,Typ,0,Nan,Attchd,1996.0,Rfn,2.0,533.0,Ta,Ta,Yes,296,44,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,328000
230,905109170,20,Rl,,20062,Pave,Nan,Ir1,Low,Allpub,Inside,Mod,Clearcr,Norm,Norm,1Fam,1Story,7,7,1977,2001,Hip,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Gd,Gd,Cblock,Gd,Ta,Gd,Alq,1092.0,Unf,0.0,328.0,1420.0,Gasa,Gd,Yes,Sbrkr,1483,0,0,1483,1.0,0.0,1,1,1,1,Ta,4,Typ,2,Ta,Attchd,1977.0,Rfn,2.0,690.0,Ta,Ta,Yes,496,0,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,270000
231,905201030,30,Rl,94.0,9259,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1927,1950,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Brktil,Fa,Ta,No,Unf,0.0,Unf,0.0,660.0,660.0,Gasa,Ta,No,Sbrkr,756,0,0,756,0.0,0.0,1,0,2,1,Ta,4,Typ,0,Nan,Detchd,1945.0,Unf,2.0,440.0,Ta,Ta,No,80,0,0,0,0,0,Nan,Nan,Nan,0,6,2010,Wd,Normal,85000
232,905202090,20,Rl,60.0,9600,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,Compshg,Vinylsd,Hdboard,Nan,0.0,Ta,Ta,Cblock,Gd,Ta,No,Blq,442.0,Unf,0.0,625.0,1067.0,Gasa,Ta,Yes,Sbrkr,1067,0,0,1067,0.0,0.0,2,0,2,1,Gd,4,Min2,0,Nan,Attchd,1996.0,Unf,2.0,436.0,Ta,Ta,Yes,290,0,0,0,0,0,Nan,Nan,Nan,0,2,2010,Wd,Normal,128000
233,905325030,40,Rl,,23595,Pave,Nan,Reg,Low,Allpub,Inside,Sev,Clearcr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,Wdshake,Plywood,Plywood,Nan,0.0,Gd,Ta,Pconc,Gd,Ta,Gd,Glq,1258.0,Unf,0.0,74.0,1332.0,Gasa,Ta,Yes,Sbrkr,1332,192,0,1524,2.0,0.0,0,1,0,1,Gd,4,Typ,1,Ta,Attchd,1979.0,Fin,2.0,586.0,Ta,Ta,Yes,268,0,0,0,0,0,Nan,Nan,Nan,0,4,2010,Wd,Normal,260000
234,905352140,60,Rl,,17082,Pave,Nan,Ir1,Low,Allpub,Culdsac,Mod,Clearcr,Norm,Norm,1Fam,2Story,6,5,1978,1992,Gable,Compshg,Vinylsd,Vinylsd,Brkface,288.0,Ta,Ta,Pconc,Gd,Ta,Av,Alq,964.0,Unf,0.0,153.0,1117.0,Gasa,Ex,Yes,Sbrkr,1117,864,0,1981,1.0,0.0,2,1,4,1,Gd,8,Typ,1,Ta,Attchd,1978.0,Fin,2.0,522.0,Ta,Ta,Yes,336,104,0,0,0,0,Nan,Nan,Nan,0,5,2010,Wd,Normal,230000
235,905378040,50,Rl,124.0,18600,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,3,4,1938,1990,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,Mn,Blq,288.0,Lwq,684.0,0.0,972.0,Gasa,Ta,Yes,Fusea,1052,558,0,1610,0.0,1.0,2,0,4,1,Fa,8,Typ,1,Gd,Attchd,1938.0,Rfn,1.0,480.0,Ta,Ta,Yes,0,0,60,0,0,0,Nan,Nan,Shed,450,6,2010,Wd,Normal,124000
