Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
125.0,534425310.0,85.0,Rl,80.0,8800.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Feedr,Norm,1Fam,Sfoyer,6.0,7.0,1963.0,1963.0,Gable,Compshg,Metalsd,Metalsd,Brkface,156.0,Ta,Gd,Pconc,Ta,Ta,Gd,Glq,763.0,Unf,0.0,173.0,936.0,Gasa,Ex,Yes,Sbrkr,1054.0,0.0,0.0,1054.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Nan,Attchd,1963.0,Rfn,2.0,480.0,Ta,Ta,Yes,120.0,0.0,0.0,0.0,0.0,0.0,Nan,Mnprv,Nan,0.0,5.0,2010.0,Wd,Abnorml,137500.0
126.0,534427010.0,90.0,Rl,98.0,13260.0,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,Duplex,1Story,5.0,6.0,1962.0,2001.0,Hip,Compshg,Hdboard,Hdboard,Brkface,144.0,Ta,Ta,Cblock,Ta,Ta,No,Blq,1500.0,Unf,0.0,228.0,1728.0,Gasa,Ta,Yes,Sbrkr,1728.0,0.0,0.0,1728.0,2.0,0.0,2.0,0.0,6.0,2.0,Ta,10.0,Typ,0.0,Nan,Nan,1951.4,Nan,0.0,0.0,Nan,Nan,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,1.0,2010.0,Oth,Abnorml,84900.0
127.0,534430080.0,20.0,Rl,68.0,9717.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5.0,6.0,1950.0,1996.0,Hip,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,Mn,Glq,49.0,Rec,1029.0,0.0,1078.0,Gasa,Gd,Yes,Fusea,1078.0,0.0,0.0,1078.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,5.0,Typ,0.0,Nan,Attchd,1950.0,Unf,1.0,240.0,Ta,Ta,Yes,366.0,0.0,112.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,4.0,2010.0,Wd,Normal,142125.0
128.0,534431050.0,50.0,Rl,68.0,9724.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1.5Fin,5.0,7.0,1952.0,2002.0,Gable,Compshg,Metalsd,Metalsd,Brkface,265.0,Gd,Ta,Cblock,Ta,Ta,No,Lwq,670.0,Unf,0.0,470.0,1140.0,Gasa,Gd,Yes,Sbrkr,1929.0,532.0,0.0,2461.0,0.0,0.0,2.0,0.0,3.0,1.0,Ta,7.0,Min2,2.0,Gd,Detchd,1994.0,Unf,2.0,400.0,Ta,Ta,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Gdwo,Nan,0.0,3.0,2010.0,Wd,Normal,197600.0
129.0,534431070.0,50.0,Rl,120.0,17360.0,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Names,Artery,Norm,1Fam,1.5Fin,6.0,6.0,1949.0,1950.0,Gable,Compshg,Metalsd,Metalsd,Stone,340.0,Ta,Gd,Cblock,Ta,Ta,No,Rec,300.0,Unf,0.0,482.0,782.0,Gasa,Ta,Yes,Sbrkr,1019.0,537.0,0.0,1556.0,0.0,0.0,2.0,0.0,3.0,1.0,Ta,6.0,Typ,1.0,Gd,Attchd,1949.0,Unf,2.0,470.0,Ta,Ta,Yes,0.0,0.0,150.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,1.0,2010.0,Wd,Normal,172500.0
130.0,534450180.0,20.0,Rl,50.0,7207.0,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Brkside,Norm,Norm,1Fam,1Story,5.0,7.0,1958.0,2008.0,Gable,Compshg,Wd Sdng,Plywood,Nan,0.0,Ta,Gd,Cblock,Ta,Ta,Gd,Blq,696.0,Unf,0.0,162.0,858.0,Gasa,Gd,Yes,Sbrkr,858.0,0.0,0.0,858.0,1.0,0.0,1.0,0.0,2.0,1.0,Ta,4.0,Typ,0.0,Nan,Nan,1956.8,Nan,0.0,0.0,Nan,Nan,Yes,117.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,2.0,2010.0,Wd,Normal,116500.0
131.0,534451150.0,30.0,Rl,55.0,5350.0,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Brkside,Norm,Norm,1Fam,1Story,3.0,2.0,1940.0,1966.0,Gable,Compshg,Wd Sdng,Plywood,Nan,0.0,Ta,Po,Cblock,Ta,Ta,No,Unf,0.0,Unf,0.0,728.0,728.0,Gasa,Ex,Yes,Sbrkr,1306.0,0.0,0.0,1306.0,0.0,0.0,1.0,0.0,3.0,1.0,Fa,6.0,Mod,0.0,Nan,Nan,1951.4,Nan,0.0,0.0,Nan,Nan,Yes,263.0,0.0,0.0,0.0,0.0,0.0,Nan,Gdwo,Shed,450.0,5.0,2010.0,Wd,Normal,76500.0
132.0,534475100.0,20.0,Rl,80.0,9920.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5.0,5.0,1954.0,1954.0,Gable,Compshg,Hdboard,Hdboard,Stone,110.0,Ta,Ta,Cblock,Ta,Ta,No,Rec,354.0,Lwq,290.0,412.0,1056.0,Gasa,Ta,Yes,Sbrkr,1063.0,0.0,0.0,1063.0,1.0,0.0,1.0,0.0,3.0,1.0,Ta,6.0,Typ,0.0,Nan,Attchd,1954.0,Rfn,1.0,280.0,Ta,Ta,Yes,0.0,0.0,164.0,0.0,0.0,0.0,Nan,Mnprv,Nan,0.0,2.0,2010.0,Wd,Normal,128000.0
133.0,534476260.0,80.0,Rl,80.0,9600.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,Slvl,6.0,6.0,1955.0,1972.0,Gable,Compshg,Asbshng,Asbshng,Brkface,164.0,Ta,Ta,Cblock,Ta,Ta,Av,Blq,674.0,Lwq,132.0,350.0,1156.0,Gasa,Ex,Yes,Sbrkr,1520.0,0.0,0.0,1520.0,1.0,0.0,1.0,0.0,3.0,1.0,Ta,7.0,Typ,2.0,Gd,Basment,1955.0,Rfn,1.0,364.0,Ta,Ta,Yes,0.0,0.0,189.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,3.0,2010.0,Wd,Normal,153000.0
134.0,534479320.0,20.0,Rl,78.0,7800.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5.0,6.0,1954.0,1954.0,Gable,Compshg,Hdboard,Hdboard,Brkface,200.0,Ta,Ta,Pconc,Ta,Ta,No,Lwq,540.0,Unf,0.0,728.0,1268.0,Gasa,Gd,Yes,Sbrkr,1268.0,0.0,0.0,1268.0,0.0,0.0,1.0,0.0,2.0,1.0,Ta,7.0,Typ,1.0,Gd,Attchd,1954.0,Fin,1.0,244.0,Ta,Ta,Yes,0.0,98.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,3.0,2010.0,Wd,Normal,132000.0
135.0,535101020.0,85.0,Rl,75.0,11380.0,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,Sfoyer,6.0,8.0,1966.0,2008.0,Gable,Compshg,Hdboard,Hdboard,Brkface,216.0,Ta,Ta,Cblock,Ta,Ta,Gd,Glq,944.0,Unf,0.0,136.0,1080.0,Gasa,Gd,Yes,Sbrkr,1128.0,0.0,0.0,1128.0,1.0,0.0,1.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,Gd,Attchd,1966.0,Unf,1.0,315.0,Ta,Ta,Yes,238.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Shed,1500.0,1.0,2010.0,Wd,Normal,178000.0
136.0,535106190.0,90.0,Rl,80.0,11600.0,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Names,Feedr,Norm,Duplex,2Story,5.0,5.0,1960.0,1960.0,Gable,Compshg,Metalsd,Metalsd,Brkface,361.0,Ta,Ta,Cblock,Ta,Ta,No,Rec,443.0,Unf,0.0,662.0,1105.0,Gasa,Ta,Yes,Fusea,1105.0,1169.0,0.0,2274.0,0.0,0.0,2.0,0.0,5.0,2.0,Ta,12.0,Typ,0.0,Nan,Detchd,1960.0,Unf,2.0,480.0,Ta,Ta,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,1.0,2010.0,Wd,Normal,154300.0
137.0,535125010.0,20.0,Rl,96.8,19900.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Posa,Norm,1Fam,1Story,7.0,5.0,1970.0,1989.0,Gable,Compshg,Plywood,Plywood,Brkface,287.0,Ta,Ta,Cblock,Gd,Ta,Gd,Glq,912.0,Unf,0.0,1035.0,1947.0,Gasa,Ta,Yes,Sbrkr,2207.0,0.0,0.0,2207.0,1.0,0.0,2.0,0.0,3.0,1.0,Ta,7.0,Min1,1.0,Gd,Attchd,1970.0,Rfn,2.0,576.0,Ta,Ta,Yes,301.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,7.0,2010.0,Wd,Normal,180000.0
138.0,535126040.0,20.0,Rl,137.0,16492.0,Pave,Nan,Ir1,Lvl,Allpub,Corner,Gtl,Names,Posa,Norm,1Fam,1Story,6.0,6.0,1966.0,2002.0,Gable,Compshg,Brkface,Plywood,Nan,0.0,Gd,Ta,Cblock,Ta,Ta,No,Alq,247.0,Rec,713.0,557.0,1517.0,Gasa,Ex,Yes,Sbrkr,1888.0,0.0,0.0,1888.0,0.0,0.0,2.0,1.0,2.0,1.0,Gd,6.0,Mod,1.0,Gd,Attchd,1966.0,Fin,2.0,578.0,Ta,Ta,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,6.0,2010.0,Wd,Normal,190000.0
139.0,535152010.0,90.0,Rl,70.0,8267.0,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Names,Feedr,Norm,Duplex,1Story,5.0,5.0,1958.0,1958.0,Gable,Compshg,Hdboard,Hdboard,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Unf,0.0,Unf,0.0,1604.0,1604.0,Gasa,Ta,Yes,Sbrkr,1604.0,0.0,0.0,1604.0,0.0,0.0,2.0,0.0,4.0,2.0,Ta,8.0,Typ,0.0,Nan,Attchd,1958.0,Unf,2.0,576.0,Ta,Ta,Yes,42.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,3.0,2010.0,Wd,Normal,135000.0
140.0,535152050.0,20.0,Rl,70.0,8197.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,7.0,5.0,2003.0,2009.0,Gable,Compshg,Vinylsd,Vinylsd,Brkface,506.0,Gd,Ta,Pconc,Gd,Ta,No,Glq,1188.0,Unf,0.0,292.0,1480.0,Gasa,Ex,Yes,Sbrkr,1480.0,0.0,0.0,1480.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,Nan,Attchd,2003.0,Rfn,2.0,620.0,Ta,Ta,Yes,252.0,73.0,0.0,0.0,0.0,0.0,Nan,Mnprv,Shed,300.0,2.0,2010.0,Wd,Normal,214000.0
141.0,535152130.0,20.0,Rl,78.6,8050.0,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5.0,5.0,1959.0,1959.0,Hip,Compshg,Metalsd,Metalsd,Brkface,150.0,Ta,Ta,Cblock,Ta,Ta,No,Blq,856.0,Rec,162.0,125.0,1143.0,Gasa,Ta,Yes,Sbrkr,1143.0,0.0,0.0,1143.0,1.0,0.0,1.0,0.0,3.0,1.0,Ta,6.0,Typ,0.0,Nan,Attchd,1959.0,Rfn,1.0,308.0,Ta,Ta,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Gdprv,Nan,0.0,5.0,2010.0,Wd,Normal,136000.0
142.0,535152150.0,20.0,Rl,70.0,10552.0,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5.0,5.0,1959.0,1959.0,Hip,Compshg,Brkface,Brkface,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Rec,1018.0,Unf,0.0,380.0,1398.0,Gasa,Gd,Yes,Sbrkr,1700.0,0.0,0.0,1700.0,0.0,1.0,1.0,1.0,4.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,1959.0,Rfn,2.0,447.0,Ta,Ta,Yes,0.0,38.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,4.0,2010.0,Wd,Normal,165500.0
143.0,535152250.0,20.0,Rl,70.0,8400.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5.0,6.0,1957.0,1957.0,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Gd,Cblock,Ta,Ta,No,Rec,922.0,Unf,0.0,392.0,1314.0,Gasa,Ta,Yes,Sbrkr,1314.0,0.0,0.0,1314.0,1.0,0.0,1.0,0.0,3.0,1.0,Ta,5.0,Typ,0.0,Nan,Attchd,1957.0,Rfn,1.0,294.0,Ta,Ta,Yes,250.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,6.0,2010.0,Wd,Normal,145000.0
144.0,535153070.0,20.0,Rl,73.0,8760.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6.0,6.0,1959.0,1959.0,Hip,Compshg,Metalsd,Metalsd,Brkface,220.0,Ta,Ta,Cblock,Ta,Ta,No,Unf,0.0,Unf,0.0,1194.0,1194.0,Gasa,Ta,Yes,Sbrkr,1194.0,0.0,0.0,1194.0,1.0,0.0,1.0,0.0,3.0,1.0,Ta,6.0,Typ,0.0,Nan,Attchd,1959.0,Rfn,1.0,312.0,Ta,Ta,Yes,0.0,0.0,120.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,4.0,2010.0,Wd,Normal,148000.0
145.0,535154050.0,20.0,Rl,70.6,12160.0,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5.0,5.0,1959.0,1959.0,Hip,Compshg,Plywood,Plywood,Brkface,180.0,Ta,Ta,Cblock,Ta,Ta,No,Rec,1000.0,Unf,0.0,188.0,1188.0,Gasa,Fa,Yes,Sbrkr,1188.0,0.0,0.0,1188.0,1.0,0.0,1.0,0.0,3.0,1.0,Ta,6.0,Typ,0.0,Nan,Attchd,1959.0,Rfn,2.0,531.0,Ta,Ta,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Mnprv,Nan,0.0,5.0,2010.0,Cod,Abnorml,142000.0
146.0,535175070.0,20.0,Rl,73.0,9300.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Feedr,Norm,1Fam,1Story,5.0,5.0,1960.0,1960.0,Gable,Compshg,Metalsd,Hdboard,Brkface,324.0,Ta,Ta,Cblock,Ta,Ta,No,Rec,697.0,Unf,0.0,571.0,1268.0,Gasa,Ta,Yes,Sbrkr,1264.0,0.0,0.0,1264.0,1.0,0.0,1.0,0.0,3.0,1.0,Ta,6.0,Typ,2.0,Gd,Attchd,1960.0,Unf,2.0,461.0,Ta,Ta,Yes,0.0,0.0,0.0,0.0,143.0,0.0,Nan,Nan,Nan,0.0,4.0,2010.0,Wd,Normal,167500.0
147.0,535175180.0,20.0,Rl,87.0,10725.0,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5.0,5.0,1959.0,1959.0,Hip,Compshg,Metalsd,Metalsd,Brkface,91.0,Ta,Ta,Cblock,Ta,Ta,No,Rec,936.0,Unf,0.0,270.0,1206.0,Gasa,Fa,Yes,Sbrkr,1206.0,0.0,0.0,1206.0,0.0,0.0,1.0,0.0,3.0,1.0,Ta,6.0,Typ,0.0,Nan,Attchd,1959.0,Rfn,1.0,312.0,Ta,Ta,Yes,0.0,21.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,5.0,2010.0,Wd,Normal,108538.0
148.0,535179020.0,20.0,Rl,80.0,10032.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6.0,5.0,1959.0,1959.0,Gable,Compshg,Wd Sdng,Wd Sdng,Stone,432.0,Ta,Ta,Cblock,Ta,Ta,No,Rec,734.0,Unf,0.0,510.0,1244.0,Gasa,Ex,Yes,Sbrkr,1580.0,0.0,0.0,1580.0,1.0,0.0,1.0,1.0,3.0,1.0,Ta,6.0,Typ,2.0,Gd,Attchd,1956.0,Unf,2.0,440.0,Ta,Ta,Yes,0.0,28.0,0.0,0.0,160.0,0.0,Nan,Gdwo,Nan,0.0,6.0,2010.0,Wd,Normal,159500.0
149.0,535180130.0,50.0,Rl,60.0,8382.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1.5Fin,4.0,5.0,1956.0,1956.0,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Unf,0.0,Unf,0.0,832.0,832.0,Gasa,Ta,Yes,Fusea,832.0,505.0,0.0,1337.0,0.0,0.0,1.0,0.0,3.0,1.0,Ta,5.0,Typ,0.0,Nan,Attchd,1956.0,Unf,1.0,263.0,Ta,Ta,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,2.0,2010.0,Wd,Normal,108000.0
150.0,535302080.0,20.0,Rl,60.0,10950.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5.0,7.0,1952.0,1952.0,Gable,Compshg,Wdshing,Wd Shng,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Blq,339.0,Unf,0.0,525.0,864.0,Gasa,Ta,Yes,Sbrkr,1064.0,0.0,0.0,1064.0,0.0,1.0,1.0,0.0,2.0,1.0,Fa,4.0,Typ,0.0,Nan,Detchd,1952.0,Unf,1.0,318.0,Ta,Ta,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,5.0,2010.0,Wd,Normal,135000.0
151.0,535302200.0,20.0,Rl,119.0,10895.0,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,5.0,6.0,1955.0,1955.0,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Gd,Cblock,Ta,Ta,No,Rec,648.0,Unf,0.0,324.0,972.0,Gasa,Ta,Yes,Sbrkr,972.0,0.0,0.0,972.0,0.0,0.0,1.0,0.0,3.0,1.0,Ta,5.0,Typ,0.0,Nan,Attchd,1955.0,Unf,1.0,305.0,Ta,Ta,Yes,0.0,0.0,205.0,0.0,0.0,0.0,Nan,Gdwo,Nan,0.0,6.0,2010.0,Wd,Normal,122500.0
152.0,535304060.0,190.0,Rl,70.0,13587.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,2Fmcon,1Story,5.0,5.0,1958.0,1958.0,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,Av,Rec,532.0,Unf,0.0,456.0,988.0,Gasa,Ta,Yes,Sbrkr,988.0,0.0,0.0,988.0,1.0,0.0,1.0,0.0,2.0,1.0,Ta,5.0,Typ,0.0,Nan,Attchd,1958.0,Unf,1.0,264.0,Ta,Ta,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,4.0,2010.0,Wd,Abnorml,119000.0
153.0,535304180.0,20.0,Rl,68.0,7922.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5.0,7.0,1953.0,2007.0,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Gd,Cblock,Ta,Ta,No,Glq,731.0,Unf,0.0,326.0,1057.0,Gasa,Ta,Yes,Sbrkr,1057.0,0.0,0.0,1057.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,5.0,Typ,0.0,Nan,Detchd,1953.0,Unf,1.0,246.0,Ta,Ta,Yes,0.0,52.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,1.0,2010.0,Wd,Abnorml,109000.0
154.0,535325400.0,30.0,Rl,65.0,7898.0,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,4.0,7.0,1920.0,1994.0,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ta,Brktil,Ta,Ta,No,Unf,0.0,Unf,0.0,576.0,576.0,Gasa,Gd,Yes,Sbrkr,985.0,0.0,0.0,985.0,0.0,1.0,1.0,0.0,2.0,1.0,Ta,4.0,Typ,0.0,Nan,Detchd,1989.0,Unf,2.0,676.0,Ta,Ta,No,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,4.0,2010.0,Wd,Normal,105000.0
155.0,535327140.0,20.0,Rl,60.0,7200.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5.0,7.0,1955.0,2007.0,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Slab,Nan,Nan,Nan,Nan,0.0,Nan,0.0,0.0,0.0,Gasa,Ex,Yes,Sbrkr,827.0,0.0,0.0,827.0,0.0,0.0,1.0,0.0,2.0,1.0,Ta,5.0,Mod,1.0,Po,Detchd,1967.0,Unf,1.0,392.0,Ta,Ta,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,4.0,2010.0,Wd,Normal,107500.0
156.0,535350030.0,20.0,Rl,85.0,10200.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5.0,7.0,1954.0,2003.0,Gable,Compshg,Wd Sdng,Wd Sdng,Brkface,104.0,Ta,Ta,Cblock,Ta,Ta,No,Alq,320.0,Blq,362.0,404.0,1086.0,Gasa,Gd,Yes,Sbrkr,1086.0,0.0,0.0,1086.0,1.0,0.0,1.0,0.0,3.0,1.0,Ta,6.0,Typ,0.0,Nan,Attchd,1989.0,Unf,2.0,490.0,Ta,Ta,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Gdwo,Nan,0.0,5.0,2010.0,Wd,Normal,144900.0
157.0,535350040.0,20.0,Rl,74.0,5868.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5.0,7.0,1956.0,2000.0,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Blq,248.0,Rec,240.0,448.0,936.0,Gasa,Ex,Yes,Sbrkr,936.0,0.0,0.0,936.0,1.0,0.0,1.0,0.0,2.0,1.0,Ta,4.0,Typ,0.0,Nan,Attchd,1956.0,Fin,1.0,308.0,Ta,Ta,Yes,0.0,0.0,80.0,0.0,160.0,0.0,Nan,Nan,Nan,0.0,5.0,2010.0,Wd,Normal,129000.0
158.0,535353190.0,50.0,Rl,78.0,17503.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Artery,Norm,1Fam,1.5Fin,6.0,5.0,1948.0,1950.0,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Unf,0.0,Unf,0.0,912.0,912.0,Gasa,Ta,Yes,Sbrkr,912.0,546.0,0.0,1458.0,0.0,1.0,1.0,0.0,3.0,1.0,Ta,6.0,Typ,1.0,Gd,Attchd,1948.0,Unf,1.0,330.0,Ta,Ta,Yes,192.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,1.0,2010.0,Wd,Abnorml,97500.0
159.0,535377090.0,90.0,Rl,64.0,6979.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Oldtown,Norm,Norm,Duplex,Sfoyer,6.0,5.0,1980.0,1980.0,Gable,Compshg,Plywood,Plywood,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Glq,1056.0,Unf,0.0,0.0,1056.0,Gasa,Gd,Yes,Sbrkr,1056.0,0.0,0.0,1056.0,2.0,0.0,0.0,0.0,0.0,2.0,Ta,4.0,Typ,0.0,Nan,Detchd,1980.0,Unf,2.0,576.0,Ta,Ta,Yes,264.0,56.0,0.0,0.0,0.0,0.0,Nan,Gdprv,Shed,600.0,6.0,2010.0,Wd,Normal,144000.0
160.0,535401080.0,20.0,Rl,80.0,9830.0,Pave,Nan,Ir1,Lvl,Allpub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,5.0,7.0,1959.0,2006.0,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Gd,Cblock,Ta,Ta,No,Alq,72.0,Rec,258.0,733.0,1063.0,Gasa,Ex,Yes,Sbrkr,1287.0,0.0,0.0,1287.0,1.0,0.0,1.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Detchd,1997.0,Fin,2.0,576.0,Ta,Ta,Yes,364.0,17.0,0.0,0.0,182.0,0.0,Nan,Nan,Nan,0.0,3.0,2010.0,Wd,Normal,162000.0
161.0,535425010.0,80.0,Rl,96.0,11275.0,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Names,Posn,Norm,1Fam,Slvl,7.0,7.0,1967.0,2007.0,Mansard,Wdshake,Wd Sdng,Wd Sdng,Brkface,300.0,Gd,Gd,Cblock,Gd,Ta,No,Unf,0.0,Unf,0.0,710.0,710.0,Gasa,Ex,Yes,Sbrkr,1898.0,1080.0,0.0,2978.0,0.0,0.0,2.0,1.0,5.0,1.0,Gd,11.0,Typ,1.0,Gd,Builtin,1961.0,Fin,2.0,564.0,Ta,Ta,Yes,240.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,6.0,2010.0,Wd,Normal,242000.0
